claim_id,anchor,section,claim_type,severity,claim_text,expected_evidence_type,verification_method,pass_criteria,status,evidence_anchor,notes,original_anchor
claim-0104,docs/src/lifecycle/steady-state.md:6,lifecycle,descriptive,low,- one member acts as primary,,,,verified,"[src/ha/e2e_multi_node.rs:1398-1406](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L1398), [src/ha/e2e_multi_node.rs:1462-1469](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L1462), [src/ha/e2e_partition_chaos.rs:752-755](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_partition_chaos.rs#L752), [src/ha/e2e_partition_chaos.rs:783-790](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_partition_chaos.rs#L783)","Verified in test harness behavior: primary selection helpers wait for exactly one `Primary` (`primaries.len() == 1`) and treat any `>1` as split-brain and fail, so steady-state assertions are for single-primary behavior rather than multi-primary operation.",docs/src/lifecycle/steady-state.md:6
claim-0105,docs/src/lifecycle/steady-state.md:7,lifecycle,descriptive,low,- replicas follow the current leader,,,,verified,"[src/ha/decide.rs:31-38](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L31), [src/ha/decide.rs:343-352](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L343), [src/ha/worker.rs:110-114](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L110), [src/ha/worker.rs:1238-1249](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L1238)","Verified: when DCS trust is healthy and a leader is present, `decide` transitions nodes in `WaitingDcsTrusted`/`Replica` to follow that leader with `HaAction::FollowLeader`, and worker integration tests assert pending `FollowLeader` actions in exactly that scenario.",docs/src/lifecycle/steady-state.md:7
claim-0106,docs/src/lifecycle/steady-state.md:8,lifecycle,descriptive,low,- leader record is re-evaluated each HA loop based on current DCS trust and coordination records,,,,rewritten,"[src/dcs/store.rs:56-83](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs#L56), [src/dcs/store.rs:108](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs#L108), [src/dcs/etcd_store.rs:390-409](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs#L390), [src/config/parser.rs:605-614](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L605), [src/config/parser.rs:1031](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L1031)","Uncertain: current runtime writes the leader key via plain DCS put/delete operations and no periodic lease refresh/renewal path is visible in the HA worker/store call graph, while `ha.lease_ttl_ms` is validated/normalized in config parsing but not consumed for lease refresh behavior. Proposed replacement wording: “When a node is candidate leader, it writes the leader key and releases/deletes it during demotion/failsafe paths; leader key freshness is event-driven (acquisition/deletion) and there is currently no explicit periodic lease-renewal loop tied to `ha.lease_ttl_ms`.”
Status updated to rewritten: removed/avoided lease-renewal semantics; kept only loop re-evaluation wording.",docs/src/lifecycle/steady-state.md:8
claim-0107,docs/src/lifecycle/index.md:11,lifecycle,descriptive,high,5. Fail-safe and fencing,,,,verified,"[src/ha/decide.rs:51-58,191-205]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L51), [src/ha/e2e_partition_chaos.rs:871-918]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_partition_chaos.rs#L871), [src/ha/e2e_multi_node.rs:2494-2535,2650-2660]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L2494), [src/ha/worker.rs:1289-1310]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L1289)","Verified: fail-safe and fencing are explicit state/actions in the HA graph, and stress/e2e scenarios assert fail-safe behavior and split-brain-free convergence after quorum-loss/fencing incidents.",docs/src/lifecycle/index.md:11
claim-0108,docs/src/lifecycle/index.md:14,lifecycle,behavioral,medium,"Use this section when behavior changes over time and you need to understand transition logic, not only static configuration. Treat implementation tests as the final source of truth for edge-case behavior.",,,,rewritten,"[src/ha/decide.rs:20-60]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L20), [src/ha/worker.rs:99-120,1208-1220]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L99), [src/ha/decide.rs:340-476]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L340), [src/ha/e2e_multi_node.rs:1905-1932,2494-2535]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L1905), [src/ha/e2e_partition_chaos.rs:840-918]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_partition_chaos.rs#L840)","Replace with: `Use the transition matrix (src/ha/decide.rs) and action dispatch mapping (src/ha/worker.rs) as the behavior reference, then validate any lifecycle interpretation against unit transition tests and recovery/fail-safe e2e evidence rather than static prose alone.`",docs/src/lifecycle/index.md:14
claim-0109,docs/src/operator/observability.md:3,operator,descriptive,low,"Operational confidence depends on three simultaneous views: local PostgreSQL state, DCS trust and cache state, and HA decision output.",,,,verified,"[src/api/mod.rs:41 (HaStateResponse)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/mod.rs#L41), [src/api/controller.rs:51 (get_ha_state)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs#L51), [src/debug_api/snapshot.rs:18 (SystemSnapshot)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/debug_api/snapshot.rs#L18), [src/debug_api/view.rs:122 (build_verbose_payload)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/debug_api/view.rs#L122), [src/debug_api/view.rs:143-146 (pg,dcs,process,ha pulls)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/debug_api/view.rs#L143), [src/ha/decide.rs:23-24 (decision inputs)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L23), [src/api/worker.rs:1704-1709 (/ha/state assertions)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/worker.rs#L1704)","Verified: /ha/state exposes dcs_trust/member_count/ha phase/pending-actions, while /debug/verbose is built from a `SystemSnapshot` containing pg+dcs+ha views. HA output is explicitly decision-based (`/ha/state` via `get_ha_state`, then `decide.rs` transitions), and the pg trust/cache/leader surfaces are distinct inputs rather than a single merged field.",docs/src/operator/observability.md:3
claim-0110,docs/src/operator/observability.md:8,operator,descriptive,low,DCS[(DCS)] --> DcsView[DCS cache + trust],,,,verified,"[src/dcs/state.rs:62-72 (DcsState)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs#L62), [src/debug_api/view.rs:65-68 (DcsView)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/debug_api/view.rs#L65), [src/dcs/store.rs:116 (refresh_from_etcd_watch)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs#L116), [src/dcs/store.rs:473-481 (cache refresh test)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs#L473)","Verified: DcsView is explicitly modeled as trust/member_count/leader (+switchover) derived from `DcsState`, and refresh logic populates `DcsCache` that feeds that view.",docs/src/operator/observability.md:8
claim-0111,docs/src/operator/observability.md:17,operator,descriptive,low,"No single surface explains HA behavior. Correlate `/ha/state` with debug payloads (like `/debug/verbose` when enabled), recent logs, and DCS record views rather than relying on any single view.",,,,rewritten,"[src/api/mod.rs:41 (HaStateResponse)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/mod.rs#L41), [src/debug_api/view.rs:165-170 (debug routes list includes /debug/verbose and /ha/state)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/debug_api/view.rs#L165), [src/debug_api/worker.rs:327 (dcs worker log line)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/debug_api/worker.rs#L327), [src/ha/decide.rs:23-24 (leader/trust/switchover inputs)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L23)","The absolute phrasing “full context” is not directly asserted in tests. Rewritten bound: “HA blocking/role diagnostics require correlating `/ha/state` (HA decision/current phase/pending actions), `/debug/verbose` (snapshot + timeline), and DCS record views (`/debug/verbose`/cache-derived DCS fields), rather than relying on any single surface.”",docs/src/operator/observability.md:17
claim-0112,docs/src/operator/observability.md:31,operator,descriptive,low,- Inspect DCS records for leader and switchover intent coherence.,,,,verified,"[src/dcs/keys.rs:26-40 (key parsing incl. leader/switchover)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/keys.rs#L26), [src/dcs/worker.rs:41-44 (leader event path)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/worker.rs#L41), [src/dcs/worker.rs:44-62 (switchover lifecycle in cache)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/worker.rs#L44), [src/ha/decide.rs:75-116 (leader/switchover used in decisions)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/decide.rs#L75), [src/api/controller.rs:19-47 (switchover write/delete)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs#L19), [src/ha/worker.rs:129-132 (lease clear semantics)](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/worker.rs#L129)","Verified: leader and switchover records are parsed/written as first-class DCS keys and fed into HA decision logic. Coherency expectations are reflected in the flow from event parsing/cache, through switchover writes/deletes, through decision checks.",docs/src/operator/observability.md:31
claim-0113,docs/src/quick-start/first-run.md:3,quick-start,descriptive,low,"This flow is a practical first launch. It validates the startup planner path, API availability, and basic DCS coordination behavior.",,,,verified,"[src/ha/e2e_multi_node.rs:300-308](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/ha/e2e_multi_node.rs#L300), [src/test_harness/ha_e2e/startup.rs:675-692](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/test_harness/ha_e2e/startup.rs#L675), [src/test_harness/ha_e2e/startup.rs:806-825](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/test_harness/ha_e2e/startup.rs#L806), [src/runtime/node.rs:99-101](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L99)","Verified: first-launch e2e path constructs runtime config, starts a node, waits for API readiness, waits for bootstrap primary state, and validates cluster DCS artifacts (init/config keys), which demonstrates startup-planning, API path, and basic DCS coordination checks are exercised in real startup flow.",docs/src/quick-start/first-run.md:3
claim-0114,docs/src/quick-start/first-run.md:11,quick-start,descriptive,low,Bring up etcd and verify reachability from the node host.,,,,verified,"[src/test_harness/ha_e2e/startup.rs:258-266](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/test_harness/ha_e2e/startup.rs#L258), [src/runtime/node.rs:146-154](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L146), [src/runtime/node.rs:164-174](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L164), [src/test_harness/ha_e2e/startup.rs:806-812](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/test_harness/ha_e2e/startup.rs#L806)","Verified: startup harness boots an etcd cluster and checks returned endpoints before node startup; runtime startup also probes DCS via `probe_dcs_cache` and reports startup failure on connection/read errors, while startup fixture later verifies DCS key readback through an etcd client.",docs/src/quick-start/first-run.md:11
claim-0115,docs/src/quick-start/first-run.md:33,quick-start,behavioral,medium,"A first run is successful when the control loop is alive, not only when a process exists. API state confirms that workers are observing and publishing state instead of failing silently.",,,,verified,"[src/test_harness/ha_e2e/util.rs:29-48](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/test_harness/ha_e2e/util.rs#L29), [src/test_harness/ha_e2e/util.rs:199-220](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/test_harness/ha_e2e/util.rs#L199), [src/api/worker.rs:207-214](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/worker.rs#L207), [src/api/controller.rs:51-70](/home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/api/controller.rs#L51)","Verified: readiness requires a successful `/ha/state` response while the runtime task is still alive (`task.is_finished` must be false), and bootstrap waits on HA API state (`self_member_id` + `ha_phase`) transitions, so first-run success is tied to control-plane observation, not just process liveness.",docs/src/quick-start/first-run.md:33
claim-0116,docs/src/operator/configuration.md:3,operator,behavioral,medium,"This chapter starts with a complete configuration example and then explains each section in detail. The goal is to make field choices meaningful, not only syntactically valid.",,,,rewritten,"[src/config/parser.rs:57-82]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L57-L82), [src/config/parser.rs:414-476]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L414-L476), [src/config/parser.rs:95-104]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L95-L104)","Replace with: “The implementation enforces explicit v2 configuration semantics (`config_version = ""v2""` and schema-normalized required blocks); there is no code-level representation of a docs-only “recommended production profile.”",docs/src/operator/configuration.md:3
claim-0117,docs/src/operator/configuration.md:33,operator,descriptive,low,[dcs],,,,verified,"[src/config/schema.rs:156-160]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/schema.rs#L156-L160), [src/runtime/node.rs:657-662]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L657-L662)","`RuntimeConfig` contains a first-class `dcs` section (`endpoints`, `scope`, optional `init`) and runtime wiring calls `EtcdDcsStore::connect(cfg.dcs.endpoints, &cfg.dcs.scope)`.",docs/src/operator/configuration.md:33
claim-0118,docs/src/operator/configuration.md:47,operator,descriptive,low,"initdb = ""/usr/pgsql-16/bin/initdb"",",,,,rewritten,"[src/config/parser.rs:513-523]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L513-L523), [src/process/worker.rs:1124-1153]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs#L1124-L1153), [src/process/worker.rs:1227-1253]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs#L1227-L1253)",Replace with: “`process.binaries.initdb` is user-supplied command wiring validated as a non-empty path; literal example values such as `/usr/pgsql-16/bin/initdb` are docs-only and not code-enforced.”,docs/src/operator/configuration.md:46
claim-0119,docs/src/operator/configuration.md:63,operator,behavioral,medium,"Explicit configuration is more verbose than permissive auto-discovery. The benefit is deterministic behavior during failover, rewind, and startup planning. The cost is that operators must supply complete, correct field values.",,,,verified,"[src/config/parser.rs:40-60]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L40-L60), [src/config/parser.rs:414-476]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L414-L476), [src/config/parser.rs:956-1044]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L956-L1044), [src/runtime/node.rs:146-160]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L146-L160)","Verified: config loading requires `config_version = ""v2""` and explicit secure blocks; validation rejects many “incomplete” values before runtime starts, and startup planning is deterministic from validated config (`plan_startup` → `select_startup_mode`).",docs/src/operator/configuration.md:62
claim-0120,docs/src/operator/configuration.md:75,operator,invariant,high,- PostgreSQL implication: prevents launching with incomplete auth or process wiring that would fail later.,,,,verified,"[src/config/parser.rs:414-476]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L414-L476), [src/config/parser.rs:513-524]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L513-L524), [src/config/parser.rs:962-985]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L962-L985)",Verified as a strict load-time guard: role/auth/binary/path/port/timeouts are validated; `ConfigError::Validation` is returned before worker startup when required identity/role/binary fields are missing or invalid.,docs/src/operator/configuration.md:74
claim-0121,docs/src/operator/configuration.md:80,operator,descriptive,low,- `member_id`: stable node identity in DCS membership records.,,,,verified,"[src/runtime/node.rs:156]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L156), [src/dcs/worker.rs:79-84]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/worker.rs#L79-L84), [src/dcs/store.rs:424-441]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/store.rs#L424-L441)","Verified: `cfg.cluster.member_id` is promoted to `self_id`, used as local member identity, and written to DCS as `/scope/member/<member_id>`, so it is the stable node identity in membership records.",docs/src/operator/configuration.md:79
claim-0122,docs/src/operator/configuration.md:92,operator,descriptive,low,- `rewind_conn_identity` is used for rewind-related connectivity.,,,,verified,"[src/runtime/node.rs:107-133]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L107-L133), [src/runtime/node.rs:1165-1177]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L1165-L1177)","Verified: rewind source DSN is constructed explicitly from `postgres.rewind_source_*`, `postgres.rewind_conn_identity`, and `roles.rewinder`; startup defaults and tests assert role-specific users for clone/rewind sources.",docs/src/operator/configuration.md:91
claim-0123,docs/src/operator/configuration.md:93,operator,behavioral,medium,- Operational effect: mismatched user identities can fail validation or later job execution.,,,,verified,"[src/config/parser.rs:459-475]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L459-L475), [src/config/parser.rs:1729-1785]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L1729-L1785), [src/runtime/node.rs:1165-1177]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L1165-L1177)","Verified: parser enforces `local_conn_identity.user == roles.superuser.username` and `rewind_conn_identity.user == roles.rewinder.username`; a test asserts `load_runtime_config_v2_rejects_conn_identity_role_mismatch`, and mismatches therefore fail before execution.",docs/src/operator/configuration.md:92
claim-0124,docs/src/operator/configuration.md:93,operator,behavioral,medium,- Operational effect: mismatched user identities can fail validation or later job execution.,,,,rewritten,"[src/config/parser.rs:478-492]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L478-L492), [src/config/parser.rs:299-310]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L299-L310), [src/process/worker.rs:1347-1351]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs#L1347-L1351)","No code-level evidence validates PostgreSQL role privileges or grant topology itself; only auth/password field shape is checked and passed to commands, so this claim is partly behavioral/runtime and needs a dedicated integration test proving privilege/path failures for rewinder roles.
Status updated to rewritten: softened wording (can/may) to avoid hard validation guarantees.",docs/src/operator/configuration.md:93
claim-0125,docs/src/operator/configuration.md:98,operator,descriptive,low,"- `roles.superuser`, `roles.replicator`, `roles.rewinder` define control identities.",,,,rewritten,"[src/config/parser.rs:299-310]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L299-L310), [src/config/parser.rs:506-511]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L506-L511), [src/process/worker.rs:1240-1264]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs#L1240-L1264)","Unverified: config requires a `pg_hba` source block and non-empty content validation, but there is no repo logic that checks replication-specific auth/content semantics; this claim needs follow-up evidence from a PostgreSQL-backed failure/retry test path.
Status updated to rewritten: descriptive config surface statement.",docs/src/operator/configuration.md:98
claim-0126,docs/src/operator/configuration.md:105,operator,descriptive,low,- `scope`: namespace prefix for coordination keys.,,,,verified,"[src/config/schema.rs:156-160]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/schema.rs#L156-L160), [src/runtime/node.rs:657-662]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L657-L662)",Verified: there is a concrete DCS config section in the runtime config model and startup code connects using that section for scope/endpoints.,docs/src/operator/configuration.md:101
claim-0127,docs/src/operator/configuration.md:104,operator,descriptive,low,- `endpoints`: etcd cluster URLs.,,,,verified,"[src/config/schema.rs:156-159]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/schema.rs#L156-L159), [src/config/parser.rs:575-586]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L575-L586), [src/dcs/etcd_store.rs:51-53]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/etcd_store.rs#L51-L53)","Verified: `dcs.endpoints` exists in schema, is validated as non-empty/non-blank, and used directly to establish the etcd connection.",docs/src/operator/configuration.md:103
claim-0128,docs/src/operator/configuration.md:110,operator,descriptive,low,- `loop_interval_ms`: decision cadence.,,,,verified,"[src/config/schema.rs:172-174]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/schema.rs#L172-L174), [src/config/parser.rs:612-616]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L612-L616), [src/runtime/node.rs:653-663]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L653-L663)",Verified as a required config field plus invariant: `lease_ttl_ms` is required and validated to be greater than `loop_interval_ms` at load time.,docs/src/operator/configuration.md:110
claim-0129,docs/src/operator/configuration.md:111,operator,descriptive,low,- `lease_ttl_ms`: validated guardrail (must be greater than `loop_interval_ms`).,,,,rewritten,"[src/runtime/node.rs:653-663]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L653-L663), [src/runtime/node.rs:691-700]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L691-L700), [src/config/parser.rs:612-616]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L612-L616)",Replace with: “`ha.loop_interval_ms` directly controls poll intervals for DCS/HA/debug workers; `ha.lease_ttl_ms` is currently only validated against `loop_interval_ms` (no evidence of timing/lease-eviction logic being tied to polling sensitivity yet).”,docs/src/operator/configuration.md:111
claim-0130,docs/src/operator/configuration.md:118,operator,descriptive,low,- PostgreSQL implication: rewind/bootstrap capability depends directly on correct binary wiring.,,,,verified,"[src/process/worker.rs:1124-1153]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs#L1124-L1153), [src/process/worker.rs:1227-1253]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs#L1227-L1253), [src/process/worker.rs:1347-1390]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs#L1347-L1390)","Verified: command construction uses configured `pg_basebackup`, `initdb`, and `pg_rewind` binaries from `process.binaries`, so bootstrap/rewind job executability is directly coupled to binary wiring.",docs/src/operator/configuration.md:117
claim-0131,docs/src/operator/configuration.md:131,operator,descriptive,low,| `pg_basebackup` auth failures | missing replication HBA rules | `pg_hba` replication entries |,,,,rewritten,"[src/runtime/node.rs:107-133]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L107-L133), [src/config/parser.rs:478-492]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L478-L492), [src/process/worker.rs:1347-1360]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs#L1347-L1360)","Rewrite with explicit boundary: “`rewinder` job wiring is identity/auth-config driven (`rewind_source.conninfo.user` and `auth`), and role/auth mismatches are validated at config stage; privilege failures beyond wiring are runtime/DB-dependent and not separately validated in code.”
Status updated to rewritten: troubleshooting table guidance; not a hard runtime invariant.",docs/src/operator/configuration.md:131
claim-0132,docs/src/operator/configuration.md:132,operator,invariant,high,"| Rewind jobs fail on permissions/auth | rewinder identity mismatch, missing auth, or insufficient privileges | `rewind_conn_identity` wiring, rewinder auth, and DB grants (privilege failures surface at runtime) |",,,,rewritten,"[src/config/schema.rs:254-258]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/schema.rs#L254-L258), [src/config/parser.rs:513-524]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/config/parser.rs#L513-L524), [src/process/worker.rs:652-668]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/process/worker.rs#L652-L668)",Replace with: “`process.binaries.*` paths are taken from config and passed directly to process builders; invalid paths (absolute or relative) cause process execution errors at runtime rather than being pre-validated as absolute/executable paths by parser.”,docs/src/operator/configuration.md:132
claim-0133,docs/src/operator/configuration.md:133,operator,descriptive,low,| Node cannot find binaries | invalid `process.binaries` paths | `process.binaries` values (path correctness/executability) |,,,,rewritten,"[src/runtime/node.rs:657-662]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/runtime/node.rs#L657-L662), [src/dcs/worker.rs:76-119]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/worker.rs#L76-L119), [src/dcs/state.rs:87-103]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs#L87-L103), [src/dcs/state.rs:307-333]( /home/joshazimullah.linux/work_mounts/patroni_rewrite/pgtuskmaster_rust/src/dcs/state.rs#L307-L333)","Replace with: “Trust drops to `NotTrusted` when the DCS store is unhealthy (e.g., bad endpoint/connectivity), and to `FailSafe` when the local member/leader is missing in cached scoped membership; the claim should distinguish these scoped/health failure modes explicitly.”",docs/src/operator/configuration.md:133
